disease_korean_title,symptoms,okt_symptoms,disease_label
낙엽천포창, 피부 병변 감염 및 그로 인한 전신 감염,피부 병변 감염 및 그로 인하다 전신 감염,264
낙엽천포창, 통증,통증,264
보통천포창,피부의 수포,피부 수포,472
보통천포창, 미란,미란,472
보통천포창, 통증,통증,472
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우),피로감,피로 감,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 식욕 상실,식욕 상실,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 체중 감소,체중 감소,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 황달,황달,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 피부 가려움증,피부 가려움증,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 복부의 통증 등의 증상이 나타납니다. 환자는 간질환이 점점 진행하게 되어 결국에는 간경변증,복부 통증 등 증상 나타나다 환자 간질 환 점점 진행 하다 되어다 결국 간경변증,721
원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우), 간문맥 고혈압 등의 합병증이 발생하게 된다.,간문맥 고혈압 등 합병증 발생 하다 되다,721
자가면역성 간염,피로감,피로 감,757
자가면역성 간염, 식욕부진,식욕부진,757
자가면역성 간염, 우상복부 둔통,우상 복부 두다 통,757
자가면역성 간염, 근육통 등 비특이적인 증상이 서서히 발병합니다. 약 40%에서는 황달을 동반한 급성 발병을 보이기도 합니다. 건조증후군,근육통 등 비 특이 적 증상 서서히 발병 하다 약 40% 황달 동반 급성 발병 보 하다 건조 증후군,757
자가면역성 간염, 관절통,관절통,757
자가면역성 간염, 늑막염,늑막 염,757
자가면역성 간염, 심막염,심막염,757
자가면역성 간염, 대장염,대장염,757
자가면역성 간염, 무월경,무 월경,757
자가면역성 간염, 빈혈,빈혈,757
자가면역성 간염, 여드름,여드름,757
자가면역성 간염, 요독증,요독증,757
자가면역성 간염, 피부반점 등과 같은 증상이 동반될 수 있습니다.,피부 반점 등 같다 증상 동반 되다 수 있다,757
원발성 담즙성 경변증,가려움증,가려움증,722
원발성 담즙성 경변증, 간경변증,간경변증,722
원발성 담즙성 경변증, 간비대,간 비대,722
원발성 담즙성 경변증, 담관폐쇄,담관 폐쇄,722
원발성 담즙성 경변증, 황달이 나타납니다.,황달 나타나다,722
대장의 크론병,복통,복통,321
대장의 크론병, 설사,설사,321
대장의 크론병, 식욕감퇴,식욕 감퇴,321
대장의 크론병, 구토,구토,321
대장의 크론병, 전신의 나른함,전신 나른하다,321
대장의 크론병, 하혈,하혈,321
대장의 크론병, 발열,발열,321
대장의 크론병, 체중 감소,체중 감소,321
대장의 크론병, 항문 통증 등의 소화관 증상이 있으며,항문 통증 등 소화관 증상 있다,321
대장의 크론병, 장관 외 증상으로 관절,장관 외 증상 관절,321
대장의 크론병, 눈,눈,321
대장의 크론병, 피부,피부,321
대장의 크론병, 간,간,321
대장의 크론병, 담관,담관,321
대장의 크론병, 신장 등의 이상이 나타날 수 있습니다.,신장 등 이상 나타나다 수 있다,321
대장의 크론병,복통,복통,321
대장의 크론병, 설사,설사,321
대장의 크론병, 식욕감퇴,식욕 감퇴,321
대장의 크론병, 구토,구토,321
대장의 크론병, 전신의 나른함,전신 나른하다,321
대장의 크론병, 하혈,하혈,321
대장의 크론병, 발열,발열,321
대장의 크론병, 체중 감소,체중 감소,321
대장의 크론병, 항문 통증 등의 소화관 증상이 있으며,항문 통증 등 소화관 증상 있다,321
대장의 크론병, 장관 외 증상으로 관절,장관 외 증상 관절,321
대장의 크론병, 눈,눈,321
대장의 크론병, 피부,피부,321
대장의 크론병, 간,간,321
대장의 크론병, 담관,담관,321
대장의 크론병, 신장 등의 이상이 나타날 수 있습니다.,신장 등 이상 나타나다 수 있다,321
대장의 크론병,복통,복통,321
대장의 크론병, 설사,설사,321
대장의 크론병, 식욕감퇴,식욕 감퇴,321
대장의 크론병, 구토,구토,321
대장의 크론병, 전신의 나른함,전신 나른하다,321
대장의 크론병, 하혈,하혈,321
대장의 크론병, 발열,발열,321
대장의 크론병, 체중 감소,체중 감소,321
대장의 크론병, 항문 통증 등의 소화관 증상이 있으며,항문 통증 등 소화관 증상 있다,321
대장의 크론병, 장관 외 증상으로 관절,장관 외 증상 관절,321
대장의 크론병, 눈,눈,321
대장의 크론병, 피부,피부,321
대장의 크론병, 간,간,321
대장의 크론병, 담관,담관,321
대장의 크론병, 신장 등의 이상이 나타날 수 있습니다.,신장 등 이상 나타나다 수 있다,321
불완전상아질형성,반투명하고 청회색 또는 황갈색으로 변색된 치아(유치 및 영구치 모두),반투명하다 청 회색 또는 황 갈색 변색 되다 치아 유치 및 영구치 모두,492
불완전상아질형성, 치아 마모/파손 및 손실,치아 마모 파손 및 손실,492
불완전상아질형성, 각상치,각 상치,492
불완전상아질형성, 치아 배열의 이상,치아 배열 이상,492
불완전상아질형성, 구음장애,구음 장애,492
특발성 폐섬유증,만성적으로 1-2년에 걸쳐 서서히 진행하는 마른 기침과 운동시 호흡곤란이 주 증상이고,만 성적 1-2년 에 걸치다 서서히 진행 하다 마르다 기침 운동 시 호흡 곤란 주 증상,885
특발성 폐섬유증, 병이 진행할수록 호흡곤란이 심해집니다. 말기에 폐동맥 고혈압이 합병되면 심장에 부담이 가서 우심실 부전 증상이 동반될 수 있습니다.,병 진행 하다 호흡 곤란 심해지다 말기 폐동맥 고혈압 합병 되다 심장 부담 가다 우심실 부전 증상 동반 되다 수 있다,885
폐포단백질증,운동성 호흡곤란,운동 성 호흡 곤란,909
폐포단백질증, 기침,기침,909
폐포단백질증, 객담,객담,909
폐포단백질증, 피로감과 체중감소,피로 감 체중 감소,909
폐포단백질증, 열,열,909
"섬모체, 원발성 이상운동증",만성 기침,만성 기침,581
"섬모체, 원발성 이상운동증", 화농성 객담,화농 성 객담,581
"섬모체, 원발성 이상운동증", 콧물,콧물,581
"섬모체, 원발성 이상운동증", 코막힘,코 막히다,581
"섬모체, 원발성 이상운동증", 중이염,중이염,581
"섬모체, 원발성 이상운동증", 폐렴,폐렴,581
버드-키아리증후군,간비대,간 비대,454
버드-키아리증후군, 문맥고혈압,문맥 고혈압,454
버드-키아리증후군, 복수,복수,454
버드-키아리증후군, 우상복부 통증,우상 복부 통증,454
유전성 출혈성 모세혈관확장증,잦은 비출혈,잦다 비출혈,742
유전성 출혈성 모세혈관확장증, 급/만성 장출혈,급 만성 장 출혈,742
유전성 출혈성 모세혈관확장증, 간,간,742
유전성 출혈성 모세혈관확장증, 폐,폐,742
유전성 출혈성 모세혈관확장증, 뇌를 침범한 동정맥 기형으로 심부전,뇌 침범 동 정맥 기형 심부전,742
유전성 출혈성 모세혈관확장증, 뇌경색 및 뇌농양,뇌경색 및 뇌 농양,742
랑뒤-오슬러-웨버병,코피,코피,351
랑뒤-오슬러-웨버병, 혈관확장증. 내부장기의 혈관종,혈관 확장 증 내부 장기 혈관종,351
랑뒤-오슬러-웨버병, 뇌출혈,뇌출혈,351
랑뒤-오슬러-웨버병, 담낭염,담낭염,351
폐색혈전혈관염[버거병],걸을 때 다리의 경련,걸 때 다리 경련,902
폐색혈전혈관염[버거병], 레이노 현상(Raynaud’s Phenomenon),레이노 현상 Raynaud s Phenomenon,902
폐색혈전혈관염[버거병], 손과 발의 파행,손 발의 파행,902
폐색혈전혈관염[버거병],사지 말단의 감각 이상,사지 말단 감각 이상,902
모야모야병,경련,경련,416
모야모야병, 두통,두통,416
모야모야병, 의도하지 않은 근육의 움직임,의도 하다 않다 근육 움직임,416
모야모야병, 몸의 한쪽 부분마비 또는 팔의 마비,몸 한쪽 부분 마비 또는 팔 마비,416
모야모야병, 뇌졸중,뇌졸중,416
모야모야병, 지적장애,지적장애,416
모야모야병, 시야장애,시야 장애,416
긴QT증후군,QT 간격 연장,QT 간격 연장,260
긴QT증후군, 부정맥,부정맥,260
긴QT증후군, 급사,급사,260
긴QT증후군, 발작,발작,260
긴QT증후군, 실신,실신,260
카테콜라민 다형성 심실성 빈맥,운동 또는 감정 유발성 실신,운동 또는 감정 유발 성 실신,840
카테콜라민 다형성 심실성 빈맥, 심실 부정맥,심실 부정맥,840
카테콜라민 다형성 심실성 빈맥, 돌연사,돌연사,840
부정맥유발성 우심실 형성이상,가슴 두근거림,가슴 두근거리다,489
부정맥유발성 우심실 형성이상, 실신,실신,489
부정맥유발성 우심실 형성이상, 돌연 심장사,돌연 심장 사,489
부정맥유발성 우심실 형성이상, 호흡곤란,호흡 곤란,489
선천성 심근병증,호흡곤란,호흡 곤란,564
선천성 심근병증, 수유곤란,수유 곤란,564
선천성 심근병증, 허약감,허약 감,564
선천성 심근병증, 심잡음(Murmur),심잡음 Murmur,564
선천성 심근병증, 안면 창백,안면 창백,564
선천성 심근병증, 과민성(Irritability),과민성 Irritability,564
선천성 심근병증, 발육부진,발육 부진,564
선천성 심근병증, 말초 청색증,말초 청색 증,564
선천성 심근병증,호흡곤란,호흡 곤란,564
선천성 심근병증, 수유곤란,수유 곤란,564
선천성 심근병증, 허약감,허약 감,564
선천성 심근병증, 심잡음(Murmur),심잡음 Murmur,564
선천성 심근병증, 안면 창백,안면 창백,564
선천성 심근병증, 과민성(Irritability),과민성 Irritability,564
선천성 심근병증, 발육부진,발육 부진,564
선천성 심근병증, 말초 청색증,말초 청색 증,564
심내막심근(열대성)섬유증,호흡곤란,호흡 곤란,634
심내막심근(열대성)섬유증, 부종,부종,634
심내막심근(열대성)섬유증, 복수,복수,634
심내막심근(호산구성)병,호흡곤란,호흡 곤란,635
심내막심근(호산구성)병, 부정맥,부정맥,635
심내막심근(호산구성)병, 안면 부종,안면 부종,635
심내막심근(호산구성)병, 하지 부종,하다 부종,635
심내막심근(호산구성)병, 복부 팽만,복부 팽,635
심내막심근(호산구성)병, 복수,복수,635
심내막심근(호산구성)병, 뇌졸중,뇌졸중,635
심내막심근(호산구성)병, 점상 출혈,점 상 출혈,635
뢰플러심내막염,제한성 심근병증에 의한 심부전,제한 성 심근병증 의하다 심부전,368
비폐색성 비대성 심근병증,피로감,피로 감,505
비폐색성 비대성 심근병증, 호흡곤란,호흡 곤란,505
비폐색성 비대성 심근병증, 심계항진,심다 항진,505
비폐색성 비대성 심근병증, 어지러움증,어지러움 증,505
비폐색성 비대성 심근병증, 흉통,흉통,505
비폐색성 비대성 심근병증, 급사,급사,505
비대성 대동맥판하협착,피로감,피로 감,498
비대성 대동맥판하협착, 호흡곤란,호흡 곤란,498
비대성 대동맥판하협착, 심계항진,심다 항진,498
비대성 대동맥판하협착, 어지러움증,어지러움 증,498
비대성 대동맥판하협착, 흉통,흉통,498
비대성 대동맥판하협착, 급사,급사,498
폐색성 비대성 심근병증,피로감,피로 감,901
폐색성 비대성 심근병증, 호흡곤란,호흡 곤란,901
폐색성 비대성 심근병증, 심계항진,심다 항진,901
폐색성 비대성 심근병증, 어지러움증,어지러움 증,901
폐색성 비대성 심근병증, 흉통,흉통,901
폐색성 비대성 심근병증, 급사,급사,901
비가역적 확장성 심근병증,호흡곤란,호흡 곤란,496
비가역적 확장성 심근병증, 피로감,피로 감,496
비가역적 확장성 심근병증, 사지의 부종,사지 부종,496
비가역적 확장성 심근병증, 복수,복수,496
비가역적 확장성 심근병증, 심계항진,심다 항진,496
비가역적 확장성 심근병증, 실신,실신,496
비가역적 확장성 심근병증, 급사,급사,496
비가역적 확장성 심근병증, 뇌졸증,뇌졸증,496
비가역적 확장성 심근병증, 다 장기 부전,다 장기 부전,496
아이젠멘거결손,청색증,청색 증,657
아이젠멘거결손, 가슴 두근거림,가슴 두근거리다,657
아이젠멘거결손, 호흡곤란,호흡 곤란,657
아이젠멘거결손, 피로감,피로 감,657
아이젠멘거결손, 어지럼증,어지럼증,657
아이젠멘거결손, 실신,실신,657
아이젠멘거결손,청색증,청색 증,657
아이젠멘거결손, 가슴 두근거림,가슴 두근거리다,657
아이젠멘거결손, 호흡곤란,호흡 곤란,657
아이젠멘거결손, 피로감,피로 감,657
아이젠멘거결손, 어지럼증,어지럼증,657
아이젠멘거결손, 실신,실신,657
원발성 폐동맥고혈압,만성피로,만성 피로,725
원발성 폐동맥고혈압, 복수,복수,725
원발성 폐동맥고혈압, 빈맥성 부정맥,빈맥 성 부정맥,725
원발성 폐동맥고혈압, 실신,실신,725
원발성 폐동맥고혈압, 운동 시 호흡곤란,운동 시 호흡 곤란,725
원발성 폐동맥고혈압, 전신부종,전신 부종,725
