_id,disease_korean_title,related_diseases,diseases_symptoms,cause_diseases
65dc4ccfda45daab46acd8dc,근섬유형 불균형,제 1형 근섬유 위축증\n(Atrophy of Type Ⅰ Fibers),"근육 긴장도 저하, 근 위약, 성장장애, 엉덩이 관절 탈골, 척추측만증",다양한 유전자 돌연변이
65dc4cd1da45daab46acd8de,근섬유의 특정 형태이상을 동반한 선천성 근디스트로피,선천 근디스트로피\n(congenital muscular dystrophy )\n메로신 결핍 선천 근디스트로피\n( Merosin-deficient congenital muscular dystrophy )\n울리히 선천 근디스트로피\n( Ullrich congenital muscular dystrophy )\n후쿠야마 선천 근디스트로피\n( Fukuyama congenital muscular dystrophy )\n근육-눈-뇌 병\n( Muscle-Eye-Brain disease),"근력저하, 근 긴장도 저하, 운동발달지연, 고도근시, 망막형성 장애, 백내장, 중추신경계 기형, 심장기능 저하, 호흡부전",유전자의 돌연변이
65dc4cd4da45daab46acd8e0,신경근육긴장[아이작스],신경근육긴장증\n(Neuromyotonia)\n지속적 근섬유 활동 증후군\n(Continuous Muscle Fiber Activity Syndrome)\n아이작 - 멀튼 증후군\n(Issacs-Merten Syndrome Quantal Squander),"근육잔떨림(Myokymia), 근 경직, 근 위약","자가면역질환(후천적), KCNA1 유전자 돌연변이"
65dc4cd6da45daab46acd8e2,선천성 이상근긴장증,오일렌부르그 병\n(Eulenburg Disease)\n본 오일렌부르그의 선천 이상근육긴장증\n(Paramyotonia Congenita of Von Eulenburg)\n마비성 주기성 이상 근긴장증(근육긴장증)\n(Paralysis Periodica Paramyotonica),"근 경직, 근 위약",SCN4A 유전자 돌연변이. 상염색체 우성 유전
65dc4cdbda45daab46acd8e4,우성[톰슨] 선천성 근긴장증,근긴장장애\n(myotonic disorders )\n선천근긴장증\n( myotonia congenita )\n열성[베커] 선천근긴장증\n( recessive[Becker] myotonia congenita),"근긴장증, 근육비대",유전자의 돌연변이
65dc4cddda45daab46acd8e6,선천성 근긴장증 NOS,없음,근육긴장증,"CLCN1(Chloride channel 1) 유전자의 이상, 상염색체 우성 또는 열성 형질로 유전, 가족력 없이 원인 모르게 산발적으로 나타나기도 함"
65dc4ce0da45daab46acd8e8,증상성 근긴장증,근긴장장애\n(myotonic disorder),"근긴장증, 근력약화",유전자의 이상으로 인한 이온통로의 변화
65dc4ce2da45daab46acd8ea,열성[베커] 선천성 근긴장증,근긴장장애\n(myotonic disorders )\n우성[톰슨] 선천성 근긴장증\n( dominant[Thomsen] myotonia congenita),"근긴장증, 근육비대, 근육 약화",유전자의 돌연변이
65dc4ce4da45daab46acd8ec,근긴장장애,근긴장디스트로피\n(myotonic dystrophy )\n선천근긴장증\n( myotonia congenita )\n근긴장디스트로피[스타이너트]\n( dystrophia myotonica[Steinert] )\n우성[톰슨] 선천근긴장증\n( dominant[Thomsen] myotonia congenita )\n열성[베커] 선천근긴장증\n( recessive[Becker] myotonia congenita )\n증상성 근긴장증\n( symptomatic myotonia )\n거짓근긴장증\n( pseudomyotonia )\n선천성 이상근긴장증\n( paramyotonia congenita),"근긴장증, 근력약화, 근육비대, 위장장애, 심근장애, 내분비 장애, 백내장",유전자의 돌연변이
65dc4ce7da45daab46acd8ee,근긴장디스트로피[스타이너트],쿠르슈만-배튼-스타이너트 증후군\n(Curschmann-Batten-Steinert syndrome),"근긴장증, 근육긴장저하, 백내장, 심전도 이상, 지적장애, 당뇨, 호흡부전",유전자 과다 증폭. 상염색체 우성 유전
65dc4ce9da45daab46acd8f0,거짓근긴장증,근긴장장애\n(myotonic disorders )\n신경근육긴장[아이작스]\n( neuromyotonia[Isaacs] )\n신경근육긴장\n( neuromyotonia )\n아이작스-멀튼 증후군\n( Issacs-Merten Syndrome )\n지속적 근섬유 활동 증후군\n( continuous muscle fiber activity syndrome )\n몰반증후군\n( Morvan syndrome),"근긴장증, 근육잔떨림",자가면역질환
65dc4cecda45daab46acd8f2,연골형성장애성 근긴장증,없음,"관절 구축, 근육 강직, 마스크 같은 무표정한 얼굴, 작고 가느스름한 눈, 사지단축과 만곡",HSPG2 혹은 LIFR 유전자 돌연변이
65dc4ceeda45daab46acd8f4,양성[베커] 근디스트로피,뒤센 근디스트로피\n(Duchenne muscular dystrophy)\nX- 연관 확장심근병증\n(X-linked dilated cardiomyopathy),"10대에서 20대에 발생하는 근위약감, 뒤뚱거리는 걸음걸이, 심부전","DMD (dystrophin, HGNC ID:2928, 23.3.기준) 유전자의 돌연변이"
65dc4cf1da45daab46acd8f6,어깨종아리 근디스트로피,"에머리-드레이푸스 근이영양증\n(Emery-Dreifuss dystrophy, EDMD)\n얼굴어깨위팔근육퇴행위축\n(Fascioscapulohumeral muscular dystrophy)\n어깨종아리 근육병\n(Scapuloperoneal Myopathy)",어깨 견갑골 주변의 근육과 종아리 근력 약화 및 심근병증,"EMD (emerin, HGNC ID:3331, 23.3.기준), LMNA (lamin A/C, HGNC ID:6636, 23.3.기준), SYNE1 (spectrin repeat containing nuclear envelope protein 1, HGNC ID:17089, 23.3.기준), SYNE2 (spectrin repeat containing nuclear envelope protein 2, HGNC ID:17084, 23.3.기준) 유전자의 병적변이"
65dc4cf5da45daab46acd8f8,얼굴어깨팔 근디스트로피,란도르 디제린근디스트로피\n(Landouzy Dejerine muscular dystrophy)\n어깨종아리 근육디스트로피\n(Scapuloperoneal muscular dystrophy),"얼굴 및 어깨 근육의 위약, 척추측만증, 통증","DUX4 (double homeobox 4, HGNC ID:50800, 23.3.기준) 유전자의 부적절한 발현"
65dc4cf8da45daab46acd8fa,원위성 근디스트로피,선천성 근디스트로피\n(congenital muscular dystrophy )\nNonaka Myopathy\nUdd Distal Myopathy\nTibial Distal Myopathy\nMiyoshi Myopathy,"보행장애, 근육의 위축, 관절 구축",유전자의 돌연변이
65dc4cfada45daab46acd8fc,조기수축을 동반하는 양성 어깨종아리[에머리-드라이프스] 근디스트로피,에머리 드라이푸스 근육디스트로피\n(Emery Dreifuss Muscular Dystrophy)\n상염색체 우성 에머리-드라이푸스[애머리-드라이푸스]\n(Autosomal dominant Emery-Dreifuss muscular dystrophy)\n상염색체 열성 에머리-드라이푸스 근육디스트로피\n(Autosomal recessive Emery-Dreifuss muscular dystrophy)\n구축을 동반한 드라이푸스-에머리 타입 근육디스트로피\n(Dreifuss-Emery Type Muscular Dystrophy with Contractures)\n에머리-드라이푸스 근육디스트로피\n(EDMD)\n에머리-드라이푸스 증후군\n(Emery-Dreifuss syndrome)\n지발성 근육영양장애\n(Tardive Muscular Dystrophy),"관절 구축, 근 위약/위축, 심근병증",유전자 돌연변이
65dc4cfdda45daab46acd8fe,중증[뒤쉔] 근디스트로피,양성[베커] 근디스트로피\n(Benign [Becker] muscular dystrophy)\nX- 연관 확장심근병증\n(X-linked dilated cardiomyopathy),"근위부 근력저하로 인한 까치발, 뒤뚱거리는 걸음걸이, 척추측만증, 호흡부전, 심부전","DMD (dystrophin, HGNC ID:2928, 23.3.기준) 유전자의 병적 변이"
65dc4cffda45daab46acd900,지대 근디스트로피,에르브 근디스트로피\n(Erb Muscular Dystrophy)\n라이덴-뫼비우스 근디스트로피\n(Leyden-Möbius Muscular Dystrophy)\n골반대퇴 근디스트로피\n(Pelvofemoral Muscular Dystrophy)\n근위 근디스트로피\n(Proximal Muscular Dystrophy),"근 위약, 근 위축, 관절구축, 보행장애",특정 유전자의 돌연변이. 상염색체 열성 혹은 우성 유전.
65dc4d02da45daab46acd902,근디스트로피,뒤센 근디스트로피\n(Duchenne muscular dystrophy )\n베커 근디스트로피\n( Becker muscular dystrophy )\n팔다리이음근디스트로피\n( Limb-girdle muscular dystrophy )\nEmery-Dreifuss 근디스트로피\n( Emery-Dreifuss muscular dystrophy),진행하는 근쇠약과 근위축,유전자변이
65dc4d04da45daab46acd904,눈 근디스트로피,선천성 근디스트로피\n(Congenital muscular dystrophy )\n눈인두성 근디스트로피\n( Oculopharyngeal muscular dystrophy),주로 중년에 나타나 점차 진행하는 복시,"근디스트로피의 침범부위에 눈이 포함된 경우 발생\n특히 유전자 PABPN1 의 이상인 경우, 눈인두성 근디스트로피로 따로 구분함"
65dc4d07da45daab46acd906,눈인두성 근디스트로피,선천성 근디스트로피\n(congenital muscular dystrophy),"안검하수, 연하곤란, 사지의 근력 약화",PABPN1 유전자의 돌연변이
65dc4d09da45daab46acd908,"뒤쉔 또는 베커와 유사한 보통염색체열성, 소아형 근디스트로피","팔다리이음근육퇴행위축\n(Duchenne Muscular Dystrophy)\n베드렘 근병증\n(Duchenne Muscular Dystrophy)\n뒤시엔느 근육디스트로피\n(Childhood Muscular Dystrophy)\n소아형 진행 근육디스트로피\n(DMD)\n가성비대형 근육디스트로피\n(Muscular Dystrophy, Classic X-linked Recessive)\nProgressive Muscular Dystrophy of Childhood\nPseudohypertrophic Muscular Dystrophy",어깨 및 골반 근력 약화,"ANO5(anoctamin 5, HGNC ID: 27337, 23.3.기준), BVES(blood vessel epicardial substance, HGNC ID:1152, 23.3.기준), CAPN3(calpain 3, HGNC ID:1480, 23.3.기준), COL6A3(collagen type VI alpha 3 chain, HGNC ID:2213, 23.3.기준), DYSF(dysferlin, HGNC ID:3097, 23.3.기준), FKRP\n(fukutin related protein, HGNC ID:17997, 23.3.기준), FKTN(fukutin, HGNC ID:3622, 23.3.기준), LIMS2(LIM zinc finger domain containing 2, HGNC ID:16084, 23.3.기준), PLEC1(plectin, HGNC ID:9069, 23.3.기준), POGLUT1(protein O-glucosyltransferase 1, HGNC ID:22954, 23.3.기준), SGCA(sarcoglycan alpha, HGNC ID:10805, 23.3.기준), SGCB(sarcoglycan beta, HGNC ID:10806, 23.3.기준), SGCD(sarcoglycan delta, HGNC ID:10807, 23.3.기준), SGCG(sarcoglycan gamma, HGNC ID:10809, 23.3.기준) 등의 상염색체열성 유전자의 병적변이"
65dc4d0bda45daab46acd90a,선천성 및 발달성 근무력증,선천 근무력증\n(congenital myasthenia )\n선천 근무력증후군\n( congenital myasthenic syndrome )\n중증근무력증\n( myasthenia gravis),"안검하수, 외안근 마비, 근력 약화, 근육 피로, 호흡부전",아세틸콜린 수용체의 구조 및 기능(주로 유전자의 돌연변이)
65dc4d10da45daab46acd90c,중증근무력증,일시적 신생아 근육무력증\n(Neonatal transient myasthenia)\n램버트이튼 근육무력증\n(Lambert-Eaton myasthenic syndrome)\n선천근무력증\n(Congenital myasthenic syndrome),"근력약화, 근육피로, 눈커풀처짐, 복시",항아세틸콜린콜린수용체 항체 및 MuSK 항체
65dc4d13da45daab46acd90e,만성 염증성 탈수초성 다발신경병증,급성염증수초탈락다발신경병증\n(Acute inflammatory demyelinating polyneuropathy; AIDP)\n길랑-바레 증후군\n(Guillain-Barre syndrome; GBS),"만성적인 경과를 보이는 대칭적 근력 약화, 감각이상 및 건반사 소실",자가면역기전으로 추정
65dc4d15da45daab46acd910,다초점 운동신경병증,루이스 섬너 증후군\n포르피린 신경병증\n진행성 척수성 근육위축증\n척수성 근육위축,"근력의 약화와 위축, 근섬유다발수축, 근육 경련",자가면역성의 말초신경질환
65dc4d17da45daab46acd912,길랭-바레증후군,급성 염증성 탈수초성 다발신경병증\n(Acute Inflammatory Demyelinating Polyneuropathy)\n급성 운동축상신경증\n(Acute motor axonal neuropathy)\n급성 운동-감각축상신경증\n(Acute motor-sensory axonal neuropathy),발가락과 손가락의 가벼운 이상감각으로 시작하여 양측의 근력저하가 하지에서 점차 상지로 진행. 통증과 보행장애를 흔히 호소함,면역반응에 의해 말초신경의 다발성 급성 염증반응
65dc4d1ada45daab46acd914,밀러휘셔증후군,길랑바레 증후군\n(Guillain-Barré syndrome),"외안근마비, 운동실조, 무반사",자가면역질환
65dc4d1cda45daab46acd916,샤르코-마리-투스질환,샤르코-마리-투스병\n(Charcot-Marie-Tooth disease),"독립보행지연, 족부 기형, 원위사지근육의 위축, 심부건반사 소실근",유전적 원인
65dc4d1fda45daab46acd918,"비골근위축(축삭형, 비대형)",샤르코-마리-투스병\n(Charcot-Marie-Tooth Disease )\n유전성 운동 및 감각 신경병증\n( Hereditary Motor and Sensory Neuropathy; HMSN )\n유전성 운동 및 감각 신경병증 I-IV형\n( Hereditary Motor and Sensory Neuropathy; HMSN )\n데제린-소타스병\n( Dejerine-Sottas disease),"발과 손 근육의 근육량 감소, 근력 약화, 위축, 발과 손모양의 변형, \n감각저하, 보행장애(절뚝거리거나 잘 넘어짐)","상염색체 우성 유전, MPZ 유전자의 돌연변이"
65dc4d21da45daab46acd91a,샤르코-마리-투스질환,샤르코-마리-투스병\n(Charcot-Marie-Tooth disease),"독립보행지연, 족부 기형, 원위사지근육의 위축, 심부건반사 소실근",유전적 원인
65dc4d24da45daab46acd91c,데제린-소타스병,원위 유전성 운동 신경병증\n(Distal hereditary motor neuronopathies)\n샤르코-마리-투스 질환\n(Charcot–Marie–Tooth disease)\n유전성 운동 및 감각 신경병증\n(Hereditary Motor and Sensory Neuropathy)\n유전성 운동 및 감각 신경병증 4F형\n(Hereditary Motor and Sensory Neuropathy type 4F),"내반족, 근육위축, 신경감각의 변화, 안구진탕, 척추만곡증, 말초 신경병증으로 인한 원위 사지 근육 위축 및 근력 약화","상염색체 우성유전, 상염색체 열성유전"
65dc4d26da45daab46acd91e,루시-레비증후군,유전성 말초신경병증\n(Hereditary peripheral neuropathy)\n샤르코-마리-투스병\n(Charcot-Marie-Tooth disease),"독립보행지연, 족부 기형, 원위사지근육의 위축, 심부건반사 소실근","MPZ(myelin protein zero, HGNC ID: 7225, 23.3.기준) 및 PMP22(peripheral myelin protein 22, HGNC ID: 9118, 23.3.기준) 유전자의 병적 돌연변이"
65dc4d2bda45daab46acd920,샤르코-마리-투스질환,샤르코-마리-투스병\n(Charcot-Marie-Tooth disease),"독립보행지연, 족부 기형, 원위사지근육의 위축, 심부건반사 소실근",유전적 원인
65dc4d2dda45daab46acd922,영아기의 비대성 신경병증,샤르코-마리-투스병\n(Charcot-Marie-Tooth disease)\n루시-레비증후군\n(Roussy-Lévy syndrome),영아기 전신성 근긴장저하,"MPZ (myelin protein zero, HGNC ID: 7225, 23.3.기준), EGR2 (early growth response 2, HGNC ID: 3239, 23.3.기준), PMP22 (peripheral myelin protein 22, HGNC ID: 9118, 23.3.기준), PRX (periaxin, HGNC ID: 13797, 23.3.기준) 유전자 변이로 인한 신경세포의 수초 파괴"
65dc4d2fda45daab46acd924,파리-롬버르그증후군,없음,한쪽 안면의 연조직들이 서서히 위축이 진행되는 희귀질환,질병의 원인은 알려지지 않음
65dc4d32da45daab46acd926,멜케르손-로젠탈증후군,육아종 입술염\n(Cheilitis Granulomatosa)\n멜커슨 로젠탈 증후군\n( MRS(Melkersson Rosenthal Syndrome))\n멜커슨 증후군\n( Melkersson Syndrome),"만성적으로 얼굴이 부음, 얼굴의 한쪽 또는 양쪽이 마비되는 증상이 재발되어 나타남, 혀의 표면이 갈라져 주름이 생김(주름혀)",상염색체 우성 형질로 유전된다는 보고가 있음
65dc4d34da45daab46acd928,멜커슨증후군,육아종 입술염\n(cheilitis granulomatosa )\n멜커슨-로젠탈 증후군\n( Melkersson-Rosenthal syndrome; MRS),"반복해서 재발하는 입술과 얼굴의 부종, 안면마비, 갈라진 혀",상염색체 우성 형질로 유전된다는 보고가 있음
65dc4d37da45daab46acd92a,발작수면 및 허탈발작,없음,"낮수면과다증, 입면환각, 허탈발작",HLA-DQB1*0602 대립유전자 및 수면-각성의 조절에 관여하는 히포크레틴(hypocretin)의 농도 저하와 관련
